GENERALIZED BORN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EGB,ESURF,G gas,G solv,TOTAL
160,-10.919899999999998,-13.798199999998715,18.246100000000446,-1.85081184,-24.718099999999176,16.39528816000022,-8.322811839998046
161,-15.535700000000038,-2.8037999999987875,10.518500000000031,-1.9730448000000014,-18.33949999999865,8.54545519999993,-9.794044800000538
162,-14.72369999999992,-12.944400000000577,19.196300000000342,-1.9988431200000067,-27.66810000000175,17.197456880000814,-10.470643120000023
163,-13.111299999999988,-14.706199999999619,19.955499999999596,-1.9382702399999925,-27.81750000000006,18.017229759999317,-9.80027024000347
164,-13.43639999999995,-3.682699999999002,12.33050000000032,-1.617536879999978,-17.11909999999736,10.712963120000556,-6.406136879996804
165,-12.414400000000077,-5.853799999997214,11.611099999999652,-1.7821799999999892,-18.26819999999684,9.828919999999762,-8.439279999995257
166,-13.610099999999989,-10.941899999998775,16.806000000000047,-1.7363844000000164,-24.551999999999474,15.069615600000528,-9.482384400000765
167,-8.500899999999982,-6.470100000000677,11.965999999999223,-1.0862906400000152,-14.970999999998725,10.879709359999065,-4.09129063999784
168,-9.87260000000002,-3.2582000000001656,11.48730000000014,-1.637761680000026,-13.130799999999276,9.849538320000114,-3.281261680000071
169,-13.183199999999973,-11.993700000000068,19.211299999999614,-1.819127519999981,-25.17690000000038,17.392172479999903,-7.784727519999567
170,-12.967699999999999,-6.905600000001044,15.048900000000536,-1.7726795999999783,-19.87329999999986,13.276220400000472,-6.597079600000296
171,-14.173600000000082,-10.694800000001457,17.327900000000813,-1.8311291999999995,-24.868400000000634,15.496770800000842,-9.37162920000161
172,-11.12529999999999,-4.2149999999985255,11.599899999999188,-1.6879031999999996,-15.340299999998088,9.911996799998535,-5.428303199995916
173,-12.624399999999971,-12.081700000003401,19.905100000000058,-1.9254355200000095,-24.7061000000036,17.97966447999972,-6.726435520002063
174,-15.409399999999966,-12.511000000001282,20.044100000000764,-1.8235807199999996,-27.920400000000114,18.220519280000737,-9.69988071999392
175,-15.744700000000005,-14.93319999999791,23.276600000000318,-2.1961994399999982,-30.677899999998594,21.080400560000434,-9.59749943999725
176,-11.240300000000026,-8.751700000003119,17.34599999999966,-1.8841262399999956,-19.992000000004225,15.46187375999955,-4.530126240002858
177,-10.459700000000039,-7.296100000002163,14.25360000000002,-2.101371839999997,-17.755800000005046,12.152228159999952,-5.603571840005095
178,-12.329399999999975,-8.232700000000136,15.805099999999754,-1.6721992799999943,-20.562099999997614,14.132900719999192,-6.429199280002059
179,-14.502500000000012,-10.210999999999132,19.787099999999903,-1.9657353599999992,-24.71350000000062,17.821364640000134,-6.89213536000322
180,-14.038299999999966,-7.952600000002313,17.415699999999994,-1.8647006399999997,-21.990900000003528,15.550999360000208,-6.439900640003319
181,-10.092000000000048,-1.3687000000002811,6.976500000000307,-1.2806380800000026,-11.460700000002376,5.695861920000375,-5.76483808000291
182,-11.373500000000003,-5.204500000001609,13.874699999999422,-1.5072948000000257,-16.578000000001722,12.367405199999425,-4.210594800003207
183,-13.647400000000003,-2.8480999999983965,12.845200000000652,-1.5197666399999925,-16.49549999999922,11.325433359999849,-5.17006663999846
184,-13.05760000000005,-16.430399999997803,20.42990000000053,-2.117288879999993,-29.487999999999445,18.312611120000437,-11.17538887999719
185,-9.443200000000017,-5.223700000000825,14.622799999999494,-1.7933472000000001,-14.666900000001071,12.829452799999395,-1.837447200006224
186,-10.0613,-6.8244999999992615,17.50550000000015,-1.7021865599999875,-16.885799999998298,15.803313440000561,-1.082486559996827
187,-7.990999999999984,-12.791399999998895,16.525300000000605,-1.6523351999999962,-20.782399999997715,14.872964800000924,-5.909435199992245
188,-9.243099999999988,-13.799900000001749,20.595199999999966,-2.002379039999992,-23.043000000000937,18.592820959999678,-4.45017904000035
189,-12.97590000000004,-15.218599999999846,26.190900000000617,-1.8263059199999963,-28.1945000000025,24.364594080000735,-3.8299059200026733
190,-12.901399999999919,-7.63209999999895,14.965900000000026,-1.693869840000004,-20.53349999999864,13.272030159999325,-7.2614698399993145
191,-10.88299999999999,-5.266099999999206,13.915100000000294,-1.4866617599999876,-16.149099999999507,12.428438240000421,-3.7206617600027236
192,-12.855400000000156,3.368599999997606,6.447399999999384,-1.9962295199999964,-9.486800000003235,4.451170479999927,-5.035629520001489
193,-11.137299999999948,-7.451800000000311,17.95090000000032,-1.875408480000002,-18.58910000000003,16.075491520000206,-2.513608479995277
194,-11.452099999999982,-0.7480999999993188,10.326999999999483,-1.6716938399999992,-12.200199999999526,8.6553061599992,-3.544893840002146
195,-8.435100000000006,-28.354700000001934,30.38510000000048,-2.0382271200000064,-36.789800000002394,28.346872880000603,-8.44292712000361
196,-10.335199999999924,-7.324099999999724,11.3849000000003,-2.0893125600000073,-17.659299999999874,9.295587440000151,-8.363712559998813
197,-11.359599999999999,-14.57859999999792,18.586699999999936,-2.207961360000003,-25.93819999999574,16.378738639999877,-9.5594613599995
198,-15.282799999999993,-11.56380000000025,21.921099999999846,-2.09807999999999,-26.84660000000263,19.823020000000085,-7.023580000006184
199,-14.250199999999957,-14.851299999998439,21.314900000000005,-2.276390880000001,-29.101499999998055,19.038509119999308,-10.062990879996928


